name,year,country,wanted
ADALBERTO REINALDO,1971,Siria,false
ADALBERTO LUCIO,1971,Siria,true
ADALBERTO JERROD,1975,Siria,false
ADALBERTO WESTON,1969,Afganistan,false
ADALBERTO HERSHEL,1984,Pakistan,false
ADALBERTO BARTON,1963,Siria,false
ADALBERTO PARKER,1970,Afganistan,true
ADALBERTO LEMUEL,1968,Sudan,false
ADALBERTO LAVERN,1964,Sudan,false
ADALBERTO BURT,1963,Nigeria,false
ADALBERTO JULES,1987,Siria,false
ADALBERTO GIL,1984,Sudan,false
ADALBERTO ELISEO,1976,Afganistan,false
ADALBERTO AHMAD,1960,Nigeria,false
ADALBERTO NIGEL,1962,Pakistan,false
ADALBERTO EFREN,1983,Pakistan,false
ADALBERTO ANTWAN,1973,Sudan,false
ADALBERTO ALDEN,1985,Pakistan,false
ADALBERTO MARGARITO,1975,Siria,true
ADALBERTO COLEMAN,1995,Siria,false
ADALBERTO REFUGIO,1953,Afganistan,false
ADALBERTO DINO,1981,Siria,true
ADALBERTO OSVALDO,1979,Nigeria,false
ADALBERTO LES,1966,Afganistan,false
ADALBERTO DEANDRE,1953,Nigeria,false
ADALBERTO NORMAND,1968,Pakistan,false
ADALBERTO KIETH,1954,Afganistan,false
ADALBERTO IVORY,1978,Afganistan,false
ADALBERTO ANDREA,1989,Siria,false
ADALBERTO TREY,1989,Nigeria,false
ADALBERTO NORBERTO,1979,Sudan,false
ADALBERTO NAPOLEON,1965,Nigeria,false
ADALBERTO JEROLD,1985,Sudan,true
ADALBERTO FRITZ,1986,Siria,false
ADALBERTO ROSENDO,1975,Afganistan,false
ADALBERTO MILFORD,1990,Pakistan,false
ADALBERTO SANG,1976,Sudan,false
ADALBERTO DEON,1953,Nigeria,true
ADALBERTO CHRISTOPER,1982,Siria,false
ADALBERTO ALFONZO,1991,Pakistan,false
ADALBERTO LYMAN,1988,Sudan,false
ADALBERTO JOSIAH,1959,Siria,false
ADALBERTO BRANT,1965,Pakistan,false
ADALBERTO WILTON,1963,Sudan,false
ADALBERTO RICO,1986,Pakistan,false
ADALBERTO JAMAAL,1986,Pakistan,false
ADALBERTO DEWITT,1976,Nigeria,false
ADALBERTO CAROL,1965,Sudan,false
ADALBERTO BRENTON,1988,Siria,false
ADALBERTO YONG,1981,Pakistan,true
ADALBERTO OLIN,1994,Afganistan,false
ADALBERTO FOSTER,1986,Siria,false
ADALBERTO FAUSTINO,1983,Afganistan,false
ADALBERTO CLAUDIO,1963,Siria,false
ADALBERTO JUDSON,1978,Pakistan,false
ADALBERTO GINO,1958,Siria,false
ADALBERTO EDGARDO,1952,Siria,false
ADALBERTO BERRY,1966,Pakistan,true
ADALBERTO ALEC,1980,Sudan,false
ADALBERTO TANNER,1952,Sudan,false
ADALBERTO JARRED,1992,Afganistan,false
ADALBERTO DONN,1956,Nigeria,false
ADALBERTO TRINIDAD,1993,Pakistan,false
ADALBERTO TAD,1966,Pakistan,true
ADALBERTO SHIRLEY,1995,Afganistan,false
ADALBERTO PRINCE,1976,Sudan,false
ADALBERTO PORFIRIO,1968,Nigeria,false
ADALBERTO ODIS,1982,Nigeria,true
ADALBERTO MARIA,1973,Siria,true
ADALBERTO LENARD,1977,Siria,false
ADALBERTO CHAUNCEY,1995,Siria,true
ADALBERTO CHANG,1980,Siria,false
ADALBERTO TOD,1983,Pakistan,true
ADALBERTO MEL,1978,Siria,false
ADALBERTO MARCELO,1980,Pakistan,true
ADALBERTO KORY,1969,Nigeria,false
ADALBERTO AUGUSTUS,1982,Sudan,false
ADALBERTO KEVEN,1958,Pakistan,false
ADALBERTO HILARIO,1987,Siria,false
ADALBERTO BUD,1981,Afganistan,false
ADALBERTO SAL,1977,Siria,false
ADALBERTO ROSARIO,1970,Nigeria,false
ADALBERTO ORVAL,1976,Pakistan,false
ADALBERTO MAURO,1956,Siria,false
ADALBERTO DANNIE,1979,Pakistan,false
ADALBERTO ZACHARIAH,1959,Siria,false
ADALBERTO OLEN,1988,Siria,false
ADALBERTO ANIBAL,1955,Siria,false
ADALBERTO MILO,1955,Nigeria,false
ADALBERTO JED,1981,Afganistan,false
ADALBERTO FRANCES,1974,Pakistan,false
ADALBERTO THANH,1964,Afganistan,true
ADALBERTO DILLON,1982,Pakistan,false
ADALBERTO AMADO,1993,Pakistan,false
ADALBERTO NEWTON,1980,Pakistan,false
ADALBERTO CONNIE,1980,Nigeria,false
ADALBERTO LENNY,1965,Nigeria,false
ADALBERTO TORY,1955,Siria,false
ADALBERTO RICHIE,1953,Pakistan,false
ADALBERTO LUPE,1974,Nigeria,false
ADALBERTO HORACIO,1963,Siria,false
ADALBERTO BRICE,1976,Nigeria,false
ADALBERTO MOHAMED,1983,Afganistan,false
ADALBERTO DELMER,1989,Afganistan,true
ADALBERTO DARIO,1970,Nigeria,false
ADALBERTO REYES,1963,Pakistan,false
ADALBERTO DEE,1955,Nigeria,false
ADALBERTO MAC,1987,Sudan,false
ADALBERTO JONAH,1952,Nigeria,false
ADALBERTO JERROLD,1995,Sudan,false
ADALBERTO ROBT,1963,Siria,false
ADALBERTO HANK,1973,Nigeria,false
ADALBERTO SUNG,1986,Siria,false
ADALBERTO RUPERT,1967,Sudan,true
ADALBERTO ROLLAND,1978,Afganistan,true
ADALBERTO KENTON,1977,Siria,true
ADALBERTO DAMION,1956,Sudan,false
ADALBERTO CHI,1972,Afganistan,false
ADALBERTO ANTONE,1981,Siria,false
ADALBERTO WALDO,1978,Nigeria,false
ADALBERTO FREDRIC,1976,Sudan,false
ADALBERTO BRADLY,1992,Pakistan,false
ADALBERTO QUINN,1963,Afganistan,false
ADALBERTO KIP,1982,Nigeria,false
ADALBERTO BURL,1988,Afganistan,false
ADALBERTO WALKER,1960,Pakistan,true
ADALBERTO TYREE,1968,Afganistan,false
ADALBERTO JEFFEREY,1992,Siria,false
ADALBERTO AHMED,1990,Nigeria,false
VALENTINE JAMES,1980,Siria,false
VALENTINE JOHN,1980,Nigeria,false
VALENTINE ROBERT,1967,Nigeria,true
VALENTINE MICHAEL,1993,Afganistan,false
VALENTINE WILLIAM,1987,Nigeria,false
VALENTINE DAVID,1994,Sudan,false
VALENTINE RICHARD,1973,Pakistan,true
VALENTINE CHARLES,1988,Nigeria,false
VALENTINE JOSEPH,1966,Nigeria,false
VALENTINE THOMAS,1961,Sudan,false
VALENTINE CHRISTOPHER,1966,Pakistan,false
VALENTINE DANIEL,1995,Afganistan,true
VALENTINE PAUL,1963,Sudan,false
VALENTINE MARK,1995,Pakistan,true
VALENTINE DONALD,1959,Sudan,false
VALENTINE GEORGE,1952,Siria,false
VALENTINE KENNETH,1988,Siria,false
VALENTINE STEVEN,1970,Afganistan,false
VALENTINE EDWARD,1966,Siria,false
VALENTINE BRIAN,1990,Nigeria,false
VALENTINE RONALD,1953,Afganistan,true
VALENTINE ANTHONY,1968,Sudan,false
VALENTINE KEVIN,1983,Siria,false
VALENTINE JASON,1950,Afganistan,false
VALENTINE MATTHEW,1977,Siria,true
VALENTINE GARY,1962,Sudan,false
VALENTINE TIMOTHY,1953,Sudan,false
VALENTINE JOSE,1950,Nigeria,false
VALENTINE LARRY,1950,Siria,false
VALENTINE JEFFREY,1971,Nigeria,false
VALENTINE FRANK,1994,Sudan,false
VALENTINE SCOTT,1966,Nigeria,false
VALENTINE ERIC,1974,Siria,false
VALENTINE STEPHEN,1990,Nigeria,false
VALENTINE ANDREW,1971,Nigeria,false
VALENTINE RAYMOND,1964,Afganistan,false
VALENTINE GREGORY,1963,Pakistan,false
VALENTINE JOSHUA,1950,Nigeria,false
VALENTINE JERRY,1985,Siria,true
VALENTINE DENNIS,1961,Afganistan,false
VALENTINE WALTER,1966,Siria,false
VALENTINE PATRICK,1980,Nigeria,false
VALENTINE PETER,1984,Nigeria,false
VALENTINE HAROLD,1975,Siria,false
VALENTINE DOUGLAS,1962,Pakistan,false
VALENTINE HENRY,1957,Nigeria,false
VALENTINE CARL,1976,Afganistan,true
VALENTINE ARTHUR,1995,Pakistan,true
VALENTINE RYAN,1960,Afganistan,true
VALENTINE ROGER,1989,Afganistan,false
VALENTINE JOE,1989,Sudan,false
VALENTINE JUAN,1965,Siria,false
VALENTINE JACK,1954,Sudan,false
VALENTINE ALBERT,1994,Siria,false
VALENTINE JONATHAN,1973,Siria,false
VALENTINE JUSTIN,1983,Afganistan,false
VALENTINE TERRY,1968,Sudan,false
VALENTINE GERALD,1953,Siria,true
VALENTINE KEITH,1976,Sudan,true
VALENTINE SAMUEL,1982,Afganistan,false
VALENTINE WILLIE,1964,Sudan,false
VALENTINE RALPH,1976,Afganistan,false
VALENTINE LAWRENCE,1960,Pakistan,false
VALENTINE NICHOLAS,1963,Pakistan,false
VALENTINE ROY,1977,Nigeria,false
VALENTINE BENJAMIN,1953,Sudan,true
VALENTINE BRUCE,1964,Siria,false
VALENTINE BRANDON,1985,Siria,false
VALENTINE ADAM,1990,Siria,true
VALENTINE HARRY,1977,Siria,false
VALENTINE FRED,1950,Afganistan,false
VALENTINE WAYNE,1953,Nigeria,false
VALENTINE BILLY,1960,Afganistan,false
VALENTINE STEVE,1981,Sudan,false
VALENTINE LOUIS,1986,Sudan,false
VALENTINE JEREMY,1991,Nigeria,false
VALENTINE AARON,1959,Pakistan,false
VALENTINE RANDY,1978,Siria,true
VALENTINE HOWARD,1964,Sudan,false
VALENTINE EUGENE,1962,Pakistan,false
VALENTINE CARLOS,1979,Sudan,false
VALENTINE RUSSELL,1961,Afganistan,false
VALENTINE BOBBY,1957,Nigeria,false
VALENTINE VICTOR,1977,Nigeria,false
VALENTINE MARTIN,1978,Afganistan,true
VALENTINE ERNEST,1950,Siria,false
VALENTINE PHILLIP,1965,Siria,true
VALENTINE TODD,1958,Nigeria,false
VALENTINE JESSE,1960,Pakistan,false
VALENTINE CRAIG,1964,Pakistan,false
VALENTINE ALAN,1982,Siria,false
VALENTINE SHAWN,1993,Sudan,true
VALENTINE CLARENCE,1982,Siria,false
VALENTINE SEAN,1958,Afganistan,true
VALENTINE PHILIP,1983,Pakistan,false
VALENTINE CHRIS,1975,Pakistan,false
VALENTINE JOHNNY,1986,Pakistan,false
VALENTINE EARL,1952,Siria,false
VALENTINE JIMMY,1959,Pakistan,false
VALENTINE ANTONIO,1950,Siria,true
VALENTINE DANNY,1959,Pakistan,false
VALENTINE BRYAN,1953,Sudan,false
VALENTINE TONY,1994,Nigeria,false
VALENTINE LUIS,1994,Sudan,false
VALENTINE MIKE,1995,Sudan,false
VALENTINE STANLEY,1969,Nigeria,false
VALENTINE LEONARD,1969,Afganistan,true
VALENTINE NATHAN,1995,Afganistan,false
VALENTINE DALE,1975,Nigeria,false
VALENTINE MANUEL,1963,Afganistan,false
VALENTINE RODNEY,1982,Sudan,false
VALENTINE CURTIS,1985,Sudan,false
VALENTINE NORMAN,1994,Siria,false
VALENTINE ALLEN,1988,Siria,false
VALENTINE MARVIN,1978,Nigeria,false
VALENTINE VINCENT,1975,Pakistan,false
VALENTINE GLENN,1957,Nigeria,false
VALENTINE JEFFERY,1980,Nigeria,false
VALENTINE TRAVIS,1961,Nigeria,false
VALENTINE JEFF,1951,Afganistan,true
VALENTINE CHAD,1993,Nigeria,false
VALENTINE JACOB,1969,Afganistan,false
VALENTINE LEE,1978,Sudan,false
VALENTINE MELVIN,1995,Afganistan,false
VALENTINE ALFRED,1975,Afganistan,true
VALENTINE KYLE,1954,Afganistan,false
VALENTINE FRANCIS,1995,Nigeria,false
VALENTINE BRADLEY,1957,Sudan,false
VALENTINE JESUS,1969,Sudan,false
VALENTINE HERBERT,1978,Siria,false
VALENTINE FREDERICK,1952,Siria,false
VALENTINE RAY,1962,Nigeria,false
VALENTINE JOEL,1984,Pakistan,true
VALENTINE EDWIN,1974,Afganistan,false
VALENTINE DON,1988,Pakistan,false
VALENTINE EDDIE,1956,Pakistan,false
VALENTINE RICKY,1966,Afganistan,false
VALENTINE TROY,1962,Afganistan,false
VALENTINE RANDALL,1994,Siria,false
VALENTINE BARRY,1968,Nigeria,false
VALENTINE ALEXANDER,1960,Sudan,false
VALENTINE BERNARD,1964,Nigeria,false
VALENTINE MARIO,1962,Afganistan,false
VALENTINE LEROY,1957,Afganistan,false
VALENTINE FRANCISCO,1958,Sudan,false
VALENTINE MARCUS,1993,Sudan,false
VALENTINE MICHEAL,1982,Sudan,true
VALENTINE THEODORE,1973,Siria,true
VALENTINE CLIFFORD,1987,Afganistan,false
VALENTINE MIGUEL,1963,Afganistan,false
VALENTINE OSCAR,1992,Afganistan,true
VALENTINE JAY,1984,Sudan,false
VALENTINE JIM,1979,Nigeria,false
VALENTINE TOM,1964,Pakistan,false
VALENTINE CALVIN,1965,Afganistan,false
VALENTINE ALEX,1991,Sudan,false
VALENTINE JON,1980,Pakistan,true
VALENTINE RONNIE,1977,Siria,false
VALENTINE BILL,1990,Sudan,false
VALENTINE LLOYD,1971,Siria,false
VALENTINE TOMMY,1965,Sudan,false
VALENTINE LEON,1973,Sudan,false
VALENTINE DEREK,1967,Afganistan,false
VALENTINE WARREN,1973,Pakistan,false
VALENTINE DARRELL,1969,Nigeria,false
VALENTINE JEROME,1961,Siria,false
VALENTINE FLOYD,1970,Sudan,false
VALENTINE LEO,1961,Pakistan,false
VALENTINE ALVIN,1977,Afganistan,false
VALENTINE TIM,1976,Nigeria,false
VALENTINE WESLEY,1963,Sudan,false
VALENTINE GORDON,1968,Pakistan,false
VALENTINE DEAN,1952,Sudan,false
VALENTINE GREG,1976,Sudan,false
VALENTINE JORGE,1958,Pakistan,false
VALENTINE DUSTIN,1958,Nigeria,false
VALENTINE PEDRO,1961,Nigeria,false
VALENTINE DERRICK,1987,Afganistan,false
VALENTINE DAN,1957,Nigeria,false
VALENTINE LEWIS,1954,Afganistan,false
VALENTINE ZACHARY,1986,Afganistan,false
VALENTINE COREY,1960,Pakistan,false
VALENTINE HERMAN,1963,Siria,false
VALENTINE MAURICE,1973,Nigeria,false
VALENTINE VERNON,1963,Nigeria,false
VALENTINE ROBERTO,1989,Pakistan,false
VALENTINE CLYDE,1981,Pakistan,false
VALENTINE GLEN,1961,Nigeria,false
VALENTINE HECTOR,1971,Sudan,false
VALENTINE SHANE,1959,Sudan,false
VALENTINE RICARDO,1977,Afganistan,true
VALENTINE SAM,1959,Siria,false
VALENTINE RICK,1989,Pakistan,false
VALENTINE LESTER,1981,Pakistan,false
VALENTINE BRENT,1974,Siria,false
VALENTINE RAMON,1987,Nigeria,false
VALENTINE CHARLIE,1984,Sudan,true
VALENTINE TYLER,1959,Pakistan,false
VALENTINE GILBERT,1956,Nigeria,false
VALENTINE GENE,1953,Afganistan,false
VALENTINE MARC,1956,Siria,false
VALENTINE REGINALD,1970,Pakistan,false
VALENTINE RUBEN,1971,Pakistan,false
VALENTINE BRETT,1971,Nigeria,false
VALENTINE ANGEL,1952,Nigeria,false
VALENTINE NATHANIEL,1983,Afganistan,true
VALENTINE RAFAEL,1991,Afganistan,false
VALENTINE LESLIE,1984,Afganistan,false
VALENTINE EDGAR,1972,Afganistan,false
VALENTINE MILTON,1956,Nigeria,false
VALENTINE RAUL,1994,Afganistan,false
VALENTINE BEN,1984,Nigeria,false
VALENTINE CHESTER,1957,Siria,false
VALENTINE CECIL,1956,Pakistan,false
VALENTINE DUANE,1991,Nigeria,false
VALENTINE FRANKLIN,1952,Siria,false
VALENTINE ANDRE,1968,Sudan,false
VALENTINE ELMER,1983,Nigeria,false
VALENTINE BRAD,1954,Afganistan,false
VALENTINE GABRIEL,1965,Sudan,false
VALENTINE RON,1993,Afganistan,false
VALENTINE MITCHELL,1971,Afganistan,false
VALENTINE ROLAND,1955,Siria,false
VALENTINE ARNOLD,1965,Nigeria,false
VALENTINE HARVEY,1976,Siria,true
VALENTINE JARED,1984,Nigeria,false
VALENTINE ADRIAN,1983,Siria,false
VALENTINE KARL,1990,Sudan,false
VALENTINE CORY,1994,Sudan,true
VALENTINE CLAUDE,1965,Afganistan,false
VALENTINE ERIK,1955,Siria,false
VALENTINE DARRYL,1982,Sudan,false
VALENTINE JAMIE,1951,Pakistan,true
VALENTINE NEIL,1950,Sudan,false
VALENTINE JESSIE,1965,Afganistan,false
VALENTINE CHRISTIAN,1991,Afganistan,false
VALENTINE JAVIER,1986,Sudan,false
VALENTINE FERNANDO,1991,Sudan,false
VALENTINE CLINTON,1994,Sudan,false
VALENTINE TED,1990,Siria,false
VALENTINE MATHEW,1966,Afganistan,true
VALENTINE TYRONE,1990,Pakistan,false
VALENTINE DARREN,1980,Nigeria,true
VALENTINE LONNIE,1954,Afganistan,false
VALENTINE LANCE,1988,Afganistan,false
VALENTINE CODY,1973,Pakistan,false
VALENTINE JULIO,1961,Afganistan,true
VALENTINE KELLY,1952,Afganistan,false
VALENTINE KURT,1971,Pakistan,false
VALENTINE ALLAN,1972,Nigeria,false
VALENTINE NELSON,1952,Afganistan,false
VALENTINE GUY,1982,Sudan,false
VALENTINE CLAYTON,1989,Sudan,false
VALENTINE HUGH,1992,Sudan,true
VALENTINE MAX,1971,Pakistan,true
VALENTINE DWAYNE,1958,Nigeria,false
VALENTINE DWIGHT,1966,Pakistan,true
VALENTINE ARMANDO,1993,Afganistan,false
VALENTINE FELIX,1989,Afganistan,false
VALENTINE JIMMIE,1980,Nigeria,false
VALENTINE EVERETT,1959,Sudan,true
VALENTINE JORDAN,1962,Pakistan,false
VALENTINE IAN,1970,Nigeria,false
VALENTINE WALLACE,1982,Sudan,false
VALENTINE KEN,1974,Afganistan,true
VALENTINE BOB,1986,Pakistan,true
VALENTINE JAIME,1968,Nigeria,false
VALENTINE CASEY,1993,Sudan,false
VALENTINE ALFREDO,1956,Afganistan,false
VALENTINE ALBERTO,1979,Sudan,false
VALENTINE DAVE,1975,Siria,false
VALENTINE IVAN,1968,Sudan,false
VALENTINE JOHNNIE,1982,Afganistan,false
VALENTINE SIDNEY,1969,Pakistan,false
VALENTINE BYRON,1975,Afganistan,false
VALENTINE JULIAN,1993,Siria,false
VALENTINE ISAAC,1988,Pakistan,true
VALENTINE MORRIS,1976,Sudan,false
VALENTINE CLIFTON,1981,Siria,false
VALENTINE WILLARD,1985,Sudan,false
VALENTINE DARYL,1991,Pakistan,false
VALENTINE ROSS,1963,Afganistan,false
VALENTINE VIRGIL,1989,Afganistan,true
VALENTINE ANDY,1965,Siria,false
VALENTINE MARSHALL,1951,Afganistan,true
VALENTINE SALVADOR,1967,Pakistan,false
VALENTINE PERRY,1963,Afganistan,false
VALENTINE KIRK,1962,Siria,false
VALENTINE SERGIO,1981,Afganistan,false
VALENTINE MARION,1983,Siria,false
VALENTINE TRACY,1974,Siria,false
VALENTINE SETH,1971,Pakistan,false
VALENTINE KENT,1991,Pakistan,true
VALENTINE TERRANCE,1984,Pakistan,true
VALENTINE RENE,1956,Afganistan,false
VALENTINE EDUARDO,1962,Siria,true
VALENTINE TERRENCE,1983,Nigeria,true
VALENTINE ENRIQUE,1992,Nigeria,false
VALENTINE FREDDIE,1979,Siria,false
VALENTINE WADE,1964,Siria,true
VALENTINE AUSTIN,1955,Siria,false
VALENTINE STUART,1958,Sudan,false
VALENTINE FREDRICK,1958,Siria,false
VALENTINE ARTURO,1987,Sudan,false
VALENTINE ALEJANDRO,1961,Nigeria,true
VALENTINE JACKIE,1961,Afganistan,false
VALENTINE JOEY,1981,Sudan,false
VALENTINE NICK,1992,Sudan,false
VALENTINE LUTHER,1966,Sudan,false
VALENTINE WENDELL,1962,Sudan,false
VALENTINE JEREMIAH,1952,Pakistan,false
VALENTINE EVAN,1979,Nigeria,false
VALENTINE JULIUS,1974,Nigeria,false
VALENTINE DANA,1969,Siria,false
VALENTINE DONNIE,1990,Pakistan,false
VALENTINE OTIS,1988,Nigeria,false
VALENTINE SHANNON,1994,Pakistan,false
VALENTINE TREVOR,1992,Siria,false
VALENTINE OLIVER,1991,Nigeria,false
VALENTINE LUKE,1985,Siria,false
VALENTINE HOMER,1979,Sudan,false
VALENTINE GERARD,1991,Afganistan,false
VALENTINE DOUG,1966,Pakistan,true
VALENTINE KENNY,1973,Siria,false
VALENTINE HUBERT,1970,Pakistan,false
VALENTINE ANGELO,1978,Pakistan,false
VALENTINE SHAUN,1995,Pakistan,false
VALENTINE LYLE,1995,Afganistan,false
VALENTINE MATT,1963,Sudan,false
VALENTINE LYNN,1987,Sudan,false
VALENTINE ALFONSO,1978,Siria,true
VALENTINE ORLANDO,1968,Siria,false
VALENTINE REX,1980,Pakistan,false
VALENTINE CARLTON,1961,Sudan,false
VALENTINE ERNESTO,1980,Siria,false
VALENTINE CAMERON,1960,Siria,false
VALENTINE NEAL,1983,Nigeria,false
VALENTINE PABLO,1975,Afganistan,false
VALENTINE LORENZO,1994,Afganistan,true
VALENTINE OMAR,1972,Siria,false
VALENTINE WILBUR,1963,Siria,false
VALENTINE BLAKE,1964,Siria,false
VALENTINE GRANT,1957,Siria,false
VALENTINE HORACE,1970,Siria,false
VALENTINE RODERICK,1975,Sudan,false
VALENTINE KERRY,1952,Sudan,false
VALENTINE ABRAHAM,1992,Afganistan,true
VALENTINE WILLIS,1992,Siria,false
VALENTINE RICKEY,1953,Sudan,false
VALENTINE JEAN,1977,Sudan,false
VALENTINE IRA,1993,Sudan,true
VALENTINE ANDRES,1961,Siria,false
VALENTINE CESAR,1950,Afganistan,false
VALENTINE JOHNATHAN,1970,Pakistan,false
VALENTINE MALCOLM,1956,Siria,false
VALENTINE RUDOLPH,1975,Pakistan,false
VALENTINE DAMON,1950,Afganistan,false
VALENTINE KELVIN,1981,Siria,false
VALENTINE RUDY,1962,Afganistan,false
VALENTINE PRESTON,1992,Siria,true
VALENTINE ALTON,1981,Afganistan,false
VALENTINE ARCHIE,1978,Nigeria,false
VALENTINE MARCO,1951,Nigeria,false
VALENTINE WM,1977,Pakistan,false
VALENTINE PETE,1995,Pakistan,false
VALENTINE RANDOLPH,1967,Sudan,false
VALENTINE GARRY,1950,Pakistan,true
VALENTINE GEOFFREY,1994,Siria,false
VALENTINE JONATHON,1955,Pakistan,true
VALENTINE FELIPE,1967,Afganistan,false
VALENTINE BENNIE,1984,Afganistan,false
VALENTINE GERARDO,1988,Pakistan,false
VALENTINE ED,1993,Sudan,false
VALENTINE DOMINIC,1970,Afganistan,false
VALENTINE ROBIN,1961,Siria,true
VALENTINE LOREN,1967,Siria,false
VALENTINE DELBERT,1952,Afganistan,true
VALENTINE COLIN,1955,Sudan,true
VALENTINE GUILLERMO,1995,Pakistan,false
VALENTINE EARNEST,1956,Nigeria,false
VALENTINE LUCAS,1950,Siria,true
VALENTINE BENNY,1966,Pakistan,true
VALENTINE NOEL,1971,Afganistan,true
VALENTINE SPENCER,1987,Pakistan,false
VALENTINE RODOLFO,1983,Nigeria,true
VALENTINE MYRON,1950,Siria,false
VALENTINE EDMUND,1957,Pakistan,false
VALENTINE GARRETT,1989,Nigeria,false
VALENTINE SALVATORE,1976,Pakistan,true
VALENTINE CEDRIC,1955,Nigeria,false
VALENTINE LOWELL,1986,Siria,true
VALENTINE GREGG,1976,Afganistan,false
VALENTINE SHERMAN,1972,Afganistan,true
VALENTINE WILSON,1986,Siria,false
VALENTINE DEVIN,1963,Sudan,false
VALENTINE SYLVESTER,1953,Nigeria,false
VALENTINE KIM,1976,Sudan,false
VALENTINE ROOSEVELT,1963,Pakistan,false
VALENTINE ISRAEL,1991,Siria,false
VALENTINE JERMAINE,1982,Pakistan,false
VALENTINE FORREST,1980,Siria,false
VALENTINE WILBERT,1951,Siria,false
VALENTINE LELAND,1965,Nigeria,false
VALENTINE SIMON,1965,Nigeria,false
VALENTINE GUADALUPE,1957,Afganistan,false
VALENTINE CLARK,1990,Afganistan,false
VALENTINE IRVING,1989,Siria,false
VALENTINE CARROLL,1964,Nigeria,false
VALENTINE BRYANT,1955,Nigeria,false
VALENTINE OWEN,1992,Siria,false
VALENTINE RUFUS,1951,Afganistan,false
VALENTINE WOODROW,1950,Afganistan,false
VALENTINE SAMMY,1993,Pakistan,true
VALENTINE KRISTOPHER,1993,Nigeria,true
VALENTINE MACK,1984,Nigeria,false
VALENTINE LEVI,1985,Sudan,true
VALENTINE MARCOS,1958,Nigeria,false
VALENTINE GUSTAVO,1968,Nigeria,false
VALENTINE JAKE,1962,Sudan,false
VALENTINE LIONEL,1970,Afganistan,false
VALENTINE MARTY,1968,Afganistan,false
VALENTINE TAYLOR,1981,Siria,false
VALENTINE ELLIS,1957,Pakistan,true
VALENTINE DALLAS,1957,Sudan,false
VALENTINE GILBERTO,1958,Sudan,false
VALENTINE CLINT,1991,Siria,false
VALENTINE NICOLAS,1958,Sudan,false
VALENTINE LAURENCE,1995,Sudan,false
VALENTINE ISMAEL,1970,Sudan,true
VALENTINE ORVILLE,1990,Afganistan,false
VALENTINE DREW,1953,Pakistan,false
VALENTINE JODY,1956,Pakistan,false
VALENTINE ERVIN,1990,Pakistan,true
VALENTINE DEWEY,1958,Nigeria,true
VALENTINE AL,1989,Sudan,false
VALENTINE WILFRED,1981,Sudan,false
VALENTINE JOSH,1991,Afganistan,false
VALENTINE HUGO,1968,Pakistan,false
VALENTINE IGNACIO,1970,Afganistan,false
VALENTINE CALEB,1982,Afganistan,false
VALENTINE TOMAS,1950,Sudan,false
VALENTINE SHELDON,1990,Sudan,false
VALENTINE ERICK,1960,Afganistan,false
VALENTINE FRANKIE,1978,Pakistan,true
VALENTINE STEWART,1988,Nigeria,false
VALENTINE DOYLE,1976,Sudan,false
VALENTINE DARREL,1975,Sudan,false
VALENTINE ROGELIO,1979,Afganistan,true
VALENTINE TERENCE,1970,Siria,false
VALENTINE SANTIAGO,1976,Pakistan,false
VALENTINE ALONZO,1962,Sudan,false
VALENTINE ELIAS,1983,Sudan,false
VALENTINE BERT,1986,Nigeria,false
VALENTINE ELBERT,1961,Nigeria,false
VALENTINE RAMIRO,1977,Afganistan,false
VALENTINE CONRAD,1950,Nigeria,false
VALENTINE PAT,1982,Afganistan,false
VALENTINE NOAH,1994,Afganistan,true
VALENTINE GRADY,1975,Sudan,false
VALENTINE PHIL,1956,Pakistan,true
VALENTINE CORNELIUS,1994,Sudan,false
VALENTINE LAMAR,1980,Pakistan,false
VALENTINE ROLANDO,1982,Sudan,false
VALENTINE CLAY,1978,Siria,false
VALENTINE PERCY,1974,Pakistan,true
VALENTINE DEXTER,1985,Pakistan,false
VALENTINE BRADFORD,1990,Sudan,false
VALENTINE MERLE,1955,Siria,false
VALENTINE DARIN,1985,Nigeria,true
VALENTINE AMOS,1966,Siria,false
VALENTINE TERRELL,1963,Sudan,false
VALENTINE MOSES,1951,Sudan,true
VALENTINE IRVIN,1981,Nigeria,false
VALENTINE SAUL,1955,Siria,false
VALENTINE ROMAN,1993,Afganistan,false
VALENTINE DARNELL,1961,Sudan,false
VALENTINE RANDAL,1968,Sudan,false
VALENTINE TOMMIE,1974,Pakistan,false
VALENTINE TIMMY,1968,Nigeria,false
VALENTINE DARRIN,1982,Sudan,false
VALENTINE WINSTON,1973,Afganistan,false
VALENTINE BRENDAN,1951,Sudan,false
VALENTINE TOBY,1990,Nigeria,false
VALENTINE VAN,1958,Nigeria,false
VALENTINE ABEL,1994,Afganistan,false
VALENTINE DOMINICK,1975,Sudan,false
VALENTINE BOYD,1994,Afganistan,true
VALENTINE COURTNEY,1951,Afganistan,true
VALENTINE JAN,1955,Pakistan,true
VALENTINE EMILIO,1980,Pakistan,false
VALENTINE ELIJAH,1955,Pakistan,true
VALENTINE CARY,1951,Sudan,false
VALENTINE DOMINGO,1994,Nigeria,true
VALENTINE SANTOS,1977,Siria,false
VALENTINE AUBREY,1977,Afganistan,false
VALENTINE EMMETT,1976,Nigeria,false
VALENTINE MARLON,1970,Afganistan,false
VALENTINE EMANUEL,1954,Pakistan,false
VALENTINE JERALD,1952,Siria,false
